Synonym	current_species_or_subspecies_name
Cnemaspis tucdupensis	Cnemaspis tucdupensis
Liolaemus incaicus	Liolaemus incaicus
Sphenomorphus bukitensis	Tytthoscincus bukitensis
Sphenomorphus butleri	Tytthoscincus bukitensis
Tytthoscincus bukitensis	Tytthoscincus bukitensis
Hydrophis pachycercos	Hydrophis pachycercos
Hydrophis pachycerios	Hydrophis pachycercos
Chitulia pachycercos	Hydrophis pachycercos
Liocephalus angulifer	Stenocercus angulifer
Leiocephalus angulifer	Stenocercus angulifer
Stenocercus angulifer	Stenocercus angulifer
Hoplodactylus tuberculatus	Cyrtodactylus tuberculatus
Gymnodactylus Olivii	Cyrtodactylus tuberculatus
Cyrtodactylus tuberculatus	Cyrtodactylus tuberculatus
Quantasia tuberculata	Cyrtodactylus tuberculatus
Elapsoidea Boulengeri	Elapsoidea boulengeri
Elapechis boulengeri	Elapsoidea boulengeri
Elapechis guentheri	Elapsoidea boulengeri
Elapechis sundevallii	Elapsoidea boulengeri
Elapsoidea sundevallii decosteri	Elapsoidea boulengeri
Elapsoidea semiannulata boulengeri	Elapsoidea boulengeri
Bradypodion atromontanum	Bradypodion atromontanum
Dendrelaphis haasi	Dendrelaphis haasi
Dendrelaphis pictus	Dendrelaphis haasi
Lygosoma anomalopus	Sphenomorphus anomalopus
Lygosoma paradoxum	Sphenomorphus anomalopus
Sphenomorphus anomalopus	Sphenomorphus anomalopus
Chamaeleo necasi	Chamaeleo necasi
Apostolepis cerradoensis	Apostolepis cerradoensis
Apostolepis serrana	Apostolepis serrana
Apostolepis striata	Apostolepis striata
Atractus charitoae	Atractus charitoae
Atractus franciscopaivai	Atractus franciscopaivai
Atractus heliobelluomini	Atractus heliobelluomini
Opisthotropis cheni	Opisthotropis cheni
Platyceps afarensis	Platyceps afarensis
Tropidodipsas repleta	Tropidodipsas repleta
Bradypodion tavetanum boehmei	Kinyongia boehmei
Kinyongia tavetana boehmei	Kinyongia boehmei
Kinyongia boehmei	Kinyongia boehmei
Kinyongia boehemei	Kinyongia boehmei
Chamaeleon matschiei	Kinyongia matschiei
Chamaeleon fischeri matschiei	Kinyongia matschiei
Chamaeleon tornieri	Kinyongia matschiei
Bradypodion fischeri fischeri	Kinyongia matschiei
Kinyongia fischeri fischeri	Kinyongia matschiei
Kinyongia matschiei	Kinyongia matschiei
Chamaeleon fischeri multituberculatus	Kinyongia multituberculata
Chamaeleon fischeri werneri	Kinyongia multituberculata
Bradypodion fischeri multituberculatum	Kinyongia multituberculata
Kinyongia fischeri multituberculatum	Kinyongia multituberculata
Kinyongia multituberculata	Kinyongia multituberculata
Chamaeleo fischeri uluguruensis	Kinyongia uluguruensis
Bradypodion fischeri uluguruensis	Kinyongia uluguruensis
Kinyongia fischeri uluguruense	Kinyongia uluguruensis
Kinyongia uluguruensis	Kinyongia uluguruensis
Chamaeleon fischeri vosseleri	Kinyongia vosseleri
Bradypodion fischeri	Kinyongia vosseleri
Bradypodion fischeri fischeri	Kinyongia vosseleri
Kinyongia fischeri	Kinyongia vosseleri
Kinyongia vosseleri	Kinyongia vosseleri
Monitor Hydrosaurus togianus	Varanus togianus
Varanus togianus	Varanus togianus
Varanus salvator togianus	Varanus togianus
Varanus cf togianus	Varanus togianus
Varanus Soterosaurus togianus	Varanus togianus
Hydrosaurus mormoratus	Varanus marmoratus
Monitor bivittatus philippensis	Varanus marmoratus
Varanus manilensis	Varanus marmoratus
Varanus salvator	Varanus marmoratus
Varanus salvator marmoratus	Varanus marmoratus
Varanus salvator philippinensis	Varanus marmoratus
Varanus marmoratus	Varanus marmoratus
Varanus Soterosaurus marmoratus	Varanus marmoratus
Leptodira tripolitana	Telescopus tripolitanus
Tarbophis guidimakaensis	Telescopus tripolitanus
Pseudotarbophis gabesi	Telescopus tripolitanus
Pseudotarbophis gabesiensis	Telescopus tripolitanus
Telescopus tripolitanus	Telescopus tripolitanus
Telescopus guidimakaensis	Telescopus tripolitanus
Hydrosaurus nuchalis	Varanus nuchalis
Varanus nuchalis	Varanus nuchalis
Varanus salvator nuchalis	Varanus nuchalis
Varanus Soterosaurus nuchalis	Varanus nuchalis
Varanus cumingi	Varanus cumingi
Varanus cumingii	Varanus cumingi
Varanus salvator cumingi	Varanus cumingi
Varanus Soterosaurus cumingi	Varanus cumingi
Macroprotodon abubakeri	Macroprotodon abubakeri
Sphenomorphus langkawiensis	Tytthoscincus langkawiensis
Tytthoscincus langkawiensis	Tytthoscincus langkawiensis
Eutropis tammanna	Eutropis tammanna
Leposoma annectens	Leposoma annectans
Leposoma annectans	Leposoma annectans
Rachiodon abyssinus	Dasypeltis abyssina
Dasypeltis abyssinus	Dasypeltis abyssina
Dasypeltis abyssina	Dasypeltis abyssina
Dasypeltis abyssinica	Dasypeltis abyssina
Rhabdosoma zebrinum	Atractus zebrinus
Rhabdosoma maculatus	Atractus zebrinus
Atractus maculatus	Atractus zebrinus
Atractus guentheri	Atractus zebrinus
Atractus cf guentheri	Atractus zebrinus
Atractus zebrinus	Atractus zebrinus
Dromicus slevini	Pseudalsophis slevini
Antillophis steindachneri	Pseudalsophis slevini
Pseudalsophis slevini	Pseudalsophis slevini
Antillophis slevini	Pseudalsophis slevini
Alsophis slevini	Pseudalsophis slevini
Dromicus steindachneri	Pseudalsophis steindachneri
Antillophis steindachneri	Pseudalsophis steindachneri
Pseudalsophis steindachneri	Pseudalsophis steindachneri
Melanoseps pygmaeus	Melanoseps pygmaeus
Melanoseps ater	Melanoseps pygmaeus
Melanoseps ater longicauda	Melanoseps pygmaeus
Melanoseps emmrichi	Melanoseps emmrichi
Melanoseps loveridgei	Melanoseps emmrichi
Dromicus chamissonis dorsalis	Pseudalsophis dorsalis
Dromicus chamissonis Habelii	Pseudalsophis dorsalis
Dromicus dorsalis	Pseudalsophis dorsalis
Dromicus dorsalis dorsalis	Pseudalsophis dorsalis
Alsophis biserialis dorsalis	Pseudalsophis dorsalis
Alsophis dorsalis dorsalis	Pseudalsophis dorsalis
Pseudalsophis dorsalis	Pseudalsophis dorsalis
Hemidactylus sataraensis	Hemidactylus sataraensis
Petracola waka	Petracola waka
Liolaemus chehuachekenk	Liolaemus chehuachekenk
Amphisbaena uroxena	Amphisbaena uroxena
Coluber collaris	Eirenis collaris
Coronella collaris	Eirenis collaris
Eirenis collaris	Eirenis collaris
Ablabes collaris	Eirenis collaris
Cyclophis collaris	Eirenis collaris
Contia collaris	Eirenis collaris
Eirenis rothi	Eirenis collaris
Eirenis collaria collaris	Eirenis collaris
Eirenis Pediophis collaris	Eirenis collaris
Eirenis collaris macrospilotus	Eirenis collaris macrospilotus
Contia collaris macrospilota	Eirenis collaris macrospilotus
Atractus ronnie	Atractus ronnie
Homalopsis australis	Cerberus australis
Cerberus rynchops australis	Cerberus australis
Cerberus rynchops novaeguineae	Cerberus australis
Cerberus australis	Cerberus australis
Hemidactylus aaronbaueri	Hemidactylus aaronbaueri
Calamophis jobiensis	Calamophis jobiensis
Brachyorrhos jobiensis	Calamophis jobiensis
Nactus soniae	Nactus soniae
Leiolopisma ceciliae	Leiolopisma ceciliae
Bavayia goroensis	Bavayia goroensis
Cyrtodactylus huynhi	Cyrtodactylus huynhi
Cyrtodactylus takouensis	Cyrtodactylus takouensis
Kentropyx lagartija	Kentropyx lagartija
Kentropyx viridistriga lagartija	Kentropyx lagartija
Micrurus albicinctus	Micrurus albicinctus
Micrurus waehnerorum	Micrurus albicinctus
Micrurus frontalis brasiliensis	Micrurus brasiliensis
Micrurus brasiliensis	Micrurus brasiliensis
Dendrelaphis underwoodi	Dendrelaphis underwoodi
Cryptelytrops honsonensis	Trimeresurus honsonensis
Trimeresurus Trimeresurus honsonensis	Trimeresurus honsonensis
Trimeresurus honsonensis	Trimeresurus honsonensis
Liolaemus scrocchii	Liolaemus scrocchii
Arthrosaura montigena	Arthrosaura montigena
Elaps baliocoryphus	Micrurus baliocoryphus
Micrurus frontalis mesopotamicus	Micrurus baliocoryphus
Micrurus frontalis baliocoryphus	Micrurus baliocoryphus
Micrurus baliocoryphus	Micrurus baliocoryphus
Micrurus oligoanellatus	Micrurus oligoanellatus
Micrurus serranus	Micrurus serranus
Micrurus frontifasciatus	Micrurus serranus
Lachesis chloromelas	Bothrops chloromelas
Bothrops chrysomelas	Bothrops chloromelas
Bothrops chloromelas	Bothrops chloromelas
Bothriopsis chloromelas	Bothrops chloromelas
Agama agama turuensis	Agama turuensis
Agama planiceps turuensis	Agama turuensis
Agama turuensis	Agama turuensis
Agama agama kaimosae	Agama kaimosae
Agama kaimosae	Agama kaimosae
Lygosoma wollastoni	Sphenomorphus wollastoni
Sphenomorphus wollastoni	Sphenomorphus wollastoni
Typhlops ammodytes	Anilios ammodytes
Typhlops diversus	Anilios ammodytes
Ramphotyphlops diversus ammodytes	Anilios ammodytes
Ramphotyphlops diversus	Anilios ammodytes
Ramphotyphlops ammodytes	Anilios ammodytes
Libertadictus ammodytes	Anilios ammodytes
Austrotyphlops ammodytes	Anilios ammodytes
Libertadictus Slopptyphlops ammodytes	Anilios ammodytes
Libertadictus Slopptyphlops richardwellsi	Anilios ammodytes
Anilios ammodytes	Anilios ammodytes
Diemenia angusticeps	Demansia angusticeps
Demansia angusticeps	Demansia angusticeps
Demansia flagellatio	Demansia flagellatio
Elaps circinalis	Micrurus circinalis
Elaps riisei	Micrurus circinalis
Elaps riisii	Micrurus circinalis
Elaps corallinus	Micrurus circinalis
Micrurus psyches circinalis	Micrurus circinalis
Micrurus circinalis	Micrurus circinalis
Elaps ornatissimus	Micrurus ornatissimus
Elaps buckleyi	Micrurus ornatissimus
Micrurus ornatissimus	Micrurus ornatissimus
Micrurus langsdorffi	Micrurus ornatissimus
Micrurus langsdorffi ornatissimus	Micrurus ornatissimus
Micrurus cf ornatissimus	Micrurus ornatissimus
Eremias cholistanica	Eremias cholistanica
Dipsas schokari	Dendrelaphis schokari
Dendrophis helena	Dendrelaphis schokari
Dendrelaphis schokari	Dendrelaphis schokari
Agkistrodon blomhoffii brevicaudus	Gloydius brevicaudus
Ancistrodon halys brevicaudus	Gloydius brevicaudus
Gloydius blomhoffii brevicaudus	Gloydius brevicaudus
Gloydius brevicaudus	Gloydius brevicaudus
Gloydius brevicaudus siniticus	Gloydius brevicaudus siniticus
Agkistrodon blomhoffii siniticus	Gloydius brevicaudus siniticus
Gloydius blomhoffii siniticus	Gloydius brevicaudus siniticus
Luperosaurus sorok	Luperosaurus sorok
Tarentola crombiei	Tarentola crombiei
Tarentola Neotarentola albertschwartzi	Tarentola crombiei
Gekko nutaphandi	Gekko nutaphandi
Lepidophyma cuicateca	Lepidophyma cuicateca
Sphaerodactylus fantasticus phyzacinus	Sphaerodactylus phyzacinus
Sphaerodactylus phyzacinus	Sphaerodactylus phyzacinus
Anolis terrae=altae	Anolis terraealtae
Anolis speciosus terraealtae	Anolis terraealtae
Anolis marmoratus terraealtae	Anolis terraealtae
Ctenonotus marmoratus terraealtae	Anolis terraealtae
Anolis terraealtae	Anolis terraealtae
Ctenonotus terraealtae	Anolis terraealtae
Cyrtodactylus stresemanni	Cyrtodactylus stresemanni
Gymnodactylus fumosus	Cyrtodactylus fumosus
Cyrtodactylus fumosus	Cyrtodactylus fumosus
Tropidophorus hangnam	Tropidophorus hangnam
Cyrtodactylus wallacei	Cyrtodactylus wallacei
Anolis cryptolimifrons	Anolis cryptolimifrons
Anolis limifrons	Anolis cryptolimifrons
Norops cryptolimifrons	Anolis cryptolimifrons
Anolis apletophallus	Anolis apletophallus
Anolis limifrons	Anolis apletophallus
Norops apletophallus	Anolis apletophallus
Fimbrios smithi	Fimbrios smithi
Pristurus schneideri	Pristurus schneideri
Pristurus longipes	Pristurus longipes
Pristurus mazbah	Pristurus mazbah
Cnemaspis australis	Cnemaspis australis
Cnemaspis monticola	Cnemaspis monticola
Cnemaspis nilagirica	Cnemaspis nilagirica
Cnemaspis amith	Cnemaspis amith
Cnemaspis clivicola	Cnemaspis clivicola
Cnemaspis cf clivicola	Cnemaspis clivicola
Cnemaspis kallima	Cnemaspis kallima
Cnemaspis latha	Cnemaspis latha
Cnemaspis menikay	Cnemaspis menikay
Cnemaspis pava	Cnemaspis pava
Cnemaspis phillipsi	Cnemaspis phillipsi
Cnemaspis pulchra	Cnemaspis pulchra
Cnemaspis punctata	Cnemaspis punctata
Cnemaspis silvula	Cnemaspis silvula
Cnemaspis upendrai	Cnemaspis upendrai
Gastropyxis principis	Hapsidophrys principis
Hapsidophrys principis	Hapsidophrys principis
Gymnodactylus gracilis	Cnemaspis gracilis
Gonatodes gracilis	Cnemaspis gracilis
Cnemaspis gracilis	Cnemaspis gracilis
Gymnodactylus wicksii	Cnemaspis wicksi
Cnemaspis wicksi	Cnemaspis wicksi
Gonatodes andersonii	Cnemaspis andersonii
Cnemaspis andersonii	Cnemaspis andersonii
Acanthodactylus aegyptius	Acanthodactylus aegyptius
Acanthodactylus scutellatus	Acanthodactylus aegyptius
Acanthodactylus longipes	Acanthodactylus aegyptius
Bothrops achrocordus	Lachesis acrochorda
Lachesis acrochorda	Lachesis acrochorda
Lachesis achrocorda	Lachesis acrochorda
Lacerta muralis liolepis	Podarcis liolepis
Podarcis hispanica atrata	Podarcis liolepis
Lacerta atrata columbretensis	Podarcis liolepis
Lacerta atrata mancolibrensis	Podarcis liolepis
Podarcis atrata	Podarcis liolepis
Podarcis atratus	Podarcis liolepis
Podarcis liolepis	Podarcis liolepis
Lacerta ocellata tangitana	Timon tangitanus
Lacerta ocellata pater tangitana	Timon tangitanus
Timon tangitanus	Timon tangitanus
Lacerta Timon tangitana	Timon tangitanus
Lacerta Timon pater tangitanus	Timon tangitanus
Tetraonyx affinis	Batagur affinis
Batagur affinis	Batagur affinis
Batagur affinis edwardmolli	Batagur affinis edwardmolli
Trimeresurus monticola zayuensis	Ovophis zayuensis
Ovophis monticola zayuensis	Ovophis zayuensis
Ovophis zayuensis	Ovophis zayuensis
Trimeresurus monticola zhaokentangi	Ovophis zayuensis
Ovophis monticola zhaokentangi	Ovophis zayuensis
Psammophis condanarus indochinensis	Psammophis indochinensis
Psammophis indochinensis	Psammophis indochinensis
Taphrometopon indochinensis	Psammophis indochinensis
Chalcides viridanus coeruleopunctatus	Chalcides coeruleopunctatus
Chalcides coeruleopunctatus	Chalcides coeruleopunctatus
Carlia abscondita	Lygisaurus abscondita
Lygisaurus abscondita	Lygisaurus abscondita
Carlia malleolus	Lygisaurus malleolus
Lygisaurus malleolus	Lygisaurus malleolus
Lerista chordae	Lerista chordae
Tychismia chordae	Lerista chordae
Typhlacontias kataviensis	Typhlacontias kataviensis
Liolaemus confusus	Liolaemus confusus
Liolaemus melaniceps	Liolaemus melaniceps
Liolaemus scolaroi	Liolaemus scolaroi
Lygosoma loriae	Sphenomorphus loriae
Sphenomorphus loriae	Sphenomorphus loriae
Lankascincus greeri	Lankascincus greeri
Eremias kavirensis	Eremias kavirensis
Hemidactylus thayene	Hemidactylus thayene
Hemidactylus aquilonius	Hemidactylus aquilonius
Liolaemus tandiliensis	Liolaemus tandiliensis
Scincus sloanii	Spondylurus sloanii
Scincus sloanei	Spondylurus sloanii
Spondylurus sloanei	Spondylurus sloanii
Tiliqua sloanii	Spondylurus sloanii
Scincus richardi	Spondylurus sloanii
Tiliqua richardi	Spondylurus sloanii
Eumeces sloanii	Spondylurus sloanii
Mabouya sloanei	Spondylurus sloanii
Mabuia cuprescens	Spondylurus sloanii
Euprepes semitaeniatus	Spondylurus sloanii
Mabuya sloanii	Spondylurus sloanii
Mabuia sloanii	Spondylurus sloanii
Mabuia nitida	Spondylurus sloanii
Mabuya mabouia	Spondylurus sloanii
Mabuya mabouya sloanii	Spondylurus sloanii
Mabuya mabouya sloanei	Spondylurus sloanii
Mabuya bistriata	Spondylurus sloanii
Spondylurus sloanii	Spondylurus sloanii
Amphisbaena townsendi	Amphisbaena townsendi
Amphisbaena occidentalis townsendi	Amphisbaena townsendi
Anolis cuscoensis	Anolis cuscoensis
Dactyloa cuscoensis	Anolis cuscoensis
Phyllodactylus delsolari	Phyllodactylus delsolari
Phyllodactylus thompsoni	Phyllodactylus thompsoni
Liophis taeniogaster	Erythrolamprus taeniogaster
Liophis cobella taeniogaster	Erythrolamprus taeniogaster
Liophis cobella dyticus	Erythrolamprus taeniogaster
Erythrolamprus taeniogaster	Erythrolamprus taeniogaster
Liophis ingeri	Erythrolamprus ingeri
Erythrolamprus ingeri	Erythrolamprus ingeri
Phyllurus kabikabi	Phyllurus kabikabi
Goniurosaurus catbaensis	Goniurosaurus catbaensis
Eublepharis orientalis	Goniurosaurus orientalis
Eublepharis kuroiwae orientalis	Goniurosaurus orientalis
Goniurosaurus kuroiwae orientalis	Goniurosaurus orientalis
Goniurosaurus orientalis	Goniurosaurus orientalis
Eublepharis splendens	Goniurosaurus splendens
Eublepharis kuroiwae splendens	Goniurosaurus splendens
Amamisaurus splendens	Goniurosaurus splendens
Goniurosaurus kuroiwae splendens	Goniurosaurus splendens
Goniurosaurus splendens	Goniurosaurus splendens
Goniurosaurus kuroiwae toyamai	Goniurosaurus toyamai
Goniurosaurus kuroiwae orientalis	Goniurosaurus toyamai
Goniurosaurus toyamai	Goniurosaurus toyamai
Gymnodactylus yamashinae	Goniurosaurus yamashinae
Amamisaurus kuroiwae yamashinae	Goniurosaurus yamashinae
Goniurosaurus kuroiwae yamashinae	Goniurosaurus yamashinae
Goniurosaurus yamashinae	Goniurosaurus yamashinae
Cnemaspis perhentianensis	Cnemaspis perhentianensis
Cnemaspis perhemtianensis sic	Cnemaspis perhentianensis
Cnemaspis perhintianensis sic	Cnemaspis perhentianensis
Draco indochinensis	Draco indochinensis
Draco blanfordii indochinensis	Draco indochinensis
Draco volans boschmai	Draco boschmai
Draco boschmai	Draco boschmai
Draco Timoriensis	Draco timoriensis
Draco timorensis	Draco timoriensis
Draco volans timoriensis	Draco timoriensis
Draco volans timorensis	Draco timoriensis
Draco modiglianii	Draco modiglianii
Draco lineatus modiglianii	Draco modiglianii
Draco bourouniensis	Draco bourouniensis
Draco daudinii	Draco bourouniensis
Draco buruensis	Draco bourouniensis
Draco toxopei	Draco bourouniensis
Draco lineatus bourouniensis	Draco bourouniensis
Lygosoma aignanus	Sphenomorphus aignanus
Lygosoma milnense	Sphenomorphus aignanus
Lygosoma aignanum	Sphenomorphus aignanus
Sphenomorphus milnense	Sphenomorphus aignanus
Sphenomorphus aignanus	Sphenomorphus aignanus
Lygosoma Hinulia latifasciata	Sphenomorphus latifasciatus
Elania annulata	Sphenomorphus latifasciatus
Lygosoma tigrina	Sphenomorphus latifasciatus
Lygosoma tornieri	Sphenomorphus latifasciatus
Lygosoma jeudii	Sphenomorphus latifasciatus
Lygosoma jeudei	Sphenomorphus latifasciatus
Sphenomorphus tornieri	Sphenomorphus latifasciatus
Sphenomorphus jeudei	Sphenomorphus latifasciatus
Lygosoma muelleri latifasciata	Sphenomorphus latifasciatus
Sphenomorphus latifasciatus	Sphenomorphus latifasciatus
Lygosoma louisiadense	Sphenomorphus louisiadensis
Sphenomorphus louisiadensis	Sphenomorphus louisiadensis
Lygosoma papuae	Sphenomorphus papuae
Sphenomorphus papuae	Sphenomorphus papuae
Gekko vertebralis	Gekko vertebralis
Gekko shibatai	Gekko shibatai
Trimorphodon lambda	Trimorphodon lambda
Lycodon lyrophanes	Trimorphodon lambda
Trimorphodon lyrophanes	Trimorphodon lambda
Trimorphodon vandenburghi	Trimorphodon lambda
